FIPS,County,Month,CasesCount,TestsPer100K,ActiveCase,DeathCount
48001,Anderson,January,55215,48508,496,86
48001,Anderson,February,133466,52924,218,106
48001,Anderson,March,148877,57308,39,112
48001,Anderson,April,142644,61842,49,119
48001,Anderson,May,148385,65879,185,125
48001,Anderson,June,143764,69349,100,132
48001,Anderson,July,147685,72846,42,133
48001,Anderson,August,146775,79966,203,138
48001,Anderson,September,147122,90278,846,170
48001,Anderson,October,156136,100260,608,197
48003,Andrews,January,19576,5265,210,40
48003,Andrews,February,46920,5877,153,46
48003,Andrews,March,53099,6424,36,48
48003,Andrews,April,53985,7023,48,48
48003,Andrews,May,56552,7524,12,48
48003,Andrews,June,55131,7786,6,48
48003,Andrews,July,57683,8221,17,48
48003,Andrews,August,61547,8896,89,49
48003,Andrews,September,72453,9739,297,52
48003,Andrews,October,85807,10554,148,55
48005,Angelina,January,50416,53841,884,208
48005,Angelina,February,125891,65244,566,255
48005,Angelina,March,145937,75136,236,271
48005,Angelina,April,144883,84467,180,278
48005,Angelina,May,152663,94379,98,282
48005,Angelina,June,148976,98934,56,287
48005,Angelina,July,155565,103310,107,288
48005,Angelina,August,168556,112050,882,304
48005,Angelina,September,186283,127841,1301,354
48005,Angelina,October,206983,139666,512,398
48007,Aransas,January,8429,10156,141,29
48007,Aransas,February,22961,12299,105,35
48007,Aransas,March,27497,14176,39,36
48007,Aransas,April,28176,15816,31,38
48007,Aransas,May,29747,16996,10,41
48007,Aransas,June,29301,17986,12,41
48007,Aransas,July,31818,19788,60,42
48007,Aransas,August,40602,22656,218,49
48007,Aransas,September,53772,25907,313,59
48007,Aransas,October,61484,28551,93,65
48009,Archer,January,7751,2840,13,9
48009,Archer,February,18675,3429,2,11
48009,Archer,March,21054,3740,1,12
48009,Archer,April,20551,3954,1,12
48009,Archer,May,21452,4133,2,12
48009,Archer,June,20880,4261,0,12
48009,Archer,July,21686,4358,2,12
48009,Archer,August,23180,4606,20,13
48009,Archer,September,26777,5234,22,15
48009,Archer,October,31822,5875,18,19
48011,Armstrong,January,1151,692,20,6
48011,Armstrong,February,2923,873,7,6
48011,Armstrong,March,3374,1012,1,6
48011,Armstrong,April,3812,1147,4,6
48011,Armstrong,May,4467,1262,0,6
48011,Armstrong,June,4502,1306,1,6
48011,Armstrong,July,4753,1441,3,7
48011,Armstrong,August,5155,1871,7,7
48011,Armstrong,September,5311,2070,7,7
48011,Armstrong,October,5807,2311,8,7
48013,Atascosa,January,39736,31412,342,107
48013,Atascosa,February,107742,46284,156,138
48013,Atascosa,March,127651,53722,46,148
48013,Atascosa,April,127211,63380,20,151
48013,Atascosa,May,134792,71618,23,151
48013,Atascosa,June,133378,75897,23,152
48013,Atascosa,July,140494,78361,60,153
48013,Atascosa,August,159719,83980,267,163
48013,Atascosa,September,183553,94309,325,190
48013,Atascosa,October,203996,104771,89,203
48015,Austin,January,15780,13680,135,21
48015,Austin,February,41273,16280,69,29
48015,Austin,March,50129,18212,52,34
48015,Austin,April,52086,20117,30,34
48015,Austin,May,55793,22587,9,37
48015,Austin,June,54909,23728,4,37
48015,Austin,July,58239,24666,25,38
48015,Austin,August,64741,26466,109,41
48015,Austin,September,73851,29426,160,48
48015,Austin,October,83871,31991,76,52
48017,Bailey,January,6727,1935,25,16
48017,Bailey,February,15995,2098,12,18
48017,Bailey,March,18341,2257,9,19
48017,Bailey,April,18011,2427,1,20
48017,Bailey,May,18836,2604,1,20
48017,Bailey,June,18522,2767,1,20
48017,Bailey,July,19414,2872,2,20
48017,Bailey,August,19785,2992,12,22
48017,Bailey,September,19980,3262,13,25
48017,Bailey,October,21275,3521,9,25
48019,Bandera,January,8689,7691,72,20
48019,Bandera,February,24626,9535,53,25
48019,Bandera,March,28816,11053,13,27
48019,Bandera,April,28819,12512,10,27
48019,Bandera,May,31102,13596,14,28
48019,Bandera,June,31195,14382,8,28
48019,Bandera,July,33104,15154,20,31
48019,Bandera,August,38313,16495,90,36
48019,Bandera,September,44550,18515,102,45
48019,Bandera,October,50315,20349,58,53
48021,Bastrop,January,42678,45593,611,62
48021,Bastrop,February,178231,56481,1356,82
48021,Bastrop,March,206470,63366,283,91
48021,Bastrop,April,207286,70328,252,93
48021,Bastrop,May,222041,76928,208,97
48021,Bastrop,June,218371,81880,89,101
48021,Bastrop,July,231780,86103,210,107
48021,Bastrop,August,262697,96169,873,120
48021,Bastrop,September,295260,111869,1032,149
48021,Bastrop,October,325254,123107,412,171
48023,Baylor,January,1328,1635,5,10
48023,Baylor,February,3324,1907,1,12
48023,Baylor,March,3794,2148,0,13
48023,Baylor,April,3750,2258,0,13
48023,Baylor,May,3906,2341,0,13
48023,Baylor,June,3815,2380,0,13
48023,Baylor,July,4029,2436,1,13
48023,Baylor,August,4266,2867,2,13
48023,Baylor,September,5216,4701,11,16
48023,Baylor,October,5939,5446,10,21
48025,Bee,January,33390,32698,316,56
48025,Bee,February,83389,37851,161,65
48025,Bee,March,95047,41561,27,70
48025,Bee,April,92998,45113,16,73
48025,Bee,May,96495,48304,12,74
48025,Bee,June,93995,51455,11,75
48025,Bee,July,98611,54376,41,77
48025,Bee,August,112298,61639,359,84
48025,Bee,September,128628,69243,427,110
48025,Bee,October,139412,74976,89,126
48027,Bell,January,213383,198044,2151,262
48027,Bell,February,558233,230516,1072,365
48027,Bell,March,653899,251936,368,402
48027,Bell,April,658003,275613,300,419
48027,Bell,May,698461,297993,199,433
48027,Bell,June,677396,314188,177,449
48027,Bell,July,718756,332103,686,462
48027,Bell,August,814925,361975,2409,532
48027,Bell,September,914600,406758,2958,646
48027,Bell,October,1026722,448061,1506,705
48029,Bexar,January,1613610,1241819,31218,2418
48029,Bexar,February,4405843,1688079,19360,3091
48029,Bexar,March,5281013,1930924,5008,3388
48029,Bexar,April,5292825,2290767,4289,3500
48029,Bexar,May,5653069,2601854,4008,3582
48029,Bexar,June,5553482,2832136,2092,3635
48029,Bexar,July,5853869,2966213,4024,3688
48029,Bexar,August,6631979,3232498,20096,4042
48029,Bexar,September,7399244,3684248,19830,4740
48029,Bexar,October,8094071,4107223,8582,5092
48031,Blanco,January,3376,4607,30,13
48031,Blanco,February,15544,5637,130,19
48031,Blanco,March,17805,6185,18,20
48031,Blanco,April,17750,6724,14,20
48031,Blanco,May,18874,7293,12,20
48031,Blanco,June,18938,7724,14,21
48031,Blanco,July,20140,8078,15,21
48031,Blanco,August,22403,8750,65,23
48031,Blanco,September,25117,10248,145,27
48031,Blanco,October,27811,11509,71,28
48033,Borden,January,140,128,0,0
48033,Borden,February,367,152,0,2
48033,Borden,March,542,174,2,2
48033,Borden,April,660,193,1,2
48033,Borden,May,661,210,0,2
48033,Borden,June,630,219,0,2
48033,Borden,July,659,230,0,2
48033,Borden,August,682,244,1,2
48033,Borden,September,712,261,2,2
48033,Borden,October,872,283,2,2
48035,Bosque,January,10017,10991,123,24
48035,Bosque,February,35503,12180,211,31
48035,Bosque,March,40968,13130,41,33
48035,Bosque,April,40384,13931,18,33
48035,Bosque,May,42420,14502,15,34
48035,Bosque,June,41371,14934,4,36
48035,Bosque,July,43485,15439,23,37
48035,Bosque,August,47394,16465,133,41
48035,Bosque,September,51122,18215,176,50
48035,Bosque,October,55872,19855,68,55
48037,Bowie,January,46245,61355,551,155
48037,Bowie,February,124037,69588,522,187
48037,Bowie,March,143367,76813,466,207
48037,Bowie,April,140643,82740,100,213
48037,Bowie,May,147430,86814,62,219
48037,Bowie,June,147224,90102,63,225
48037,Bowie,July,165004,93838,136,228
48037,Bowie,August,179649,100977,650,244
48037,Bowie,September,209071,113302,1233,291
48037,Bowie,October,233061,121883,395,323
48039,Brazoria,January,289204,249306,5655,301
48039,Brazoria,February,739842,295125,4188,385
48039,Brazoria,March,893555,334111,2289,445
48039,Brazoria,April,906666,371302,1519,489
48039,Brazoria,May,961599,411750,868,519
48039,Brazoria,June,942416,436410,407,534
48039,Brazoria,July,998157,458142,704,543
48039,Brazoria,August,1124389,502848,4599,612
48039,Brazoria,September,1284287,568562,6778,749
48039,Brazoria,October,1441782,619525,3094,822
48041,Brazos,January,177850,184417,1625,177
48041,Brazos,February,461115,220912,1139,214
48041,Brazos,March,578879,246528,898,235
48041,Brazos,April,653188,271612,576,250
48041,Brazos,May,706287,291990,302,255
48041,Brazos,June,711216,304583,186,260
48041,Brazos,July,748112,316427,226,264
48041,Brazos,August,788044,340620,749,285
48041,Brazos,September,855642,405362,1773,322
48041,Brazos,October,1010926,446054,1420,347
48043,Brewster,January,10397,8025,41,12
48043,Brewster,February,22116,8838,6,15
48043,Brewster,March,25262,9486,17,16
48043,Brewster,April,24941,9935,12,16
48043,Brewster,May,25986,10227,7,16
48043,Brewster,June,25206,10312,3,17
48043,Brewster,July,25984,10408,5,17
48043,Brewster,August,26252,10716,20,18
48043,Brewster,September,25775,11332,19,19
48043,Brewster,October,27086,12058,38,21
48045,Briscoe,January,795,592,15,4
48045,Briscoe,February,2035,684,7,4
48045,Briscoe,March,2385,757,2,5
48045,Briscoe,April,2652,816,2,5
48045,Briscoe,May,3007,866,0,6
48045,Briscoe,June,2935,906,1,6
48045,Briscoe,July,3219,952,4,6
48045,Briscoe,August,3618,1054,7,7
48045,Briscoe,September,3739,1185,4,7
48045,Briscoe,October,4202,1328,5,7
48047,Brooks,January,7250,12148,64,30
48047,Brooks,February,17734,14771,29,33
48047,Brooks,March,20256,17016,15,36
48047,Brooks,April,19939,19754,11,36
48047,Brooks,May,21132,23104,15,36
48047,Brooks,June,21245,25233,16,36
48047,Brooks,July,22527,25933,15,37
48047,Brooks,August,24147,27091,60,39
48047,Brooks,September,25331,29407,45,45
48047,Brooks,October,26978,31699,13,47
48049,Brown,January,20969,25293,470,88
48049,Brown,February,52259,30284,163,112
48049,Brown,March,60402,33176,62,117
48049,Brown,April,59251,36536,10,119
48049,Brown,May,62173,38799,9,121
48049,Brown,June,61578,40962,16,121
48049,Brown,July,65610,43200,43,124
48049,Brown,August,74378,48059,237,135
48049,Brown,September,86717,57341,405,154
48049,Brown,October,100181,62982,102,167
48051,Burleson,January,11342,10961,119,25
48051,Burleson,February,49314,13815,396,37
48051,Burleson,March,57529,15714,81,40
48051,Burleson,April,57861,17428,46,45
48051,Burleson,May,61268,19224,34,48
48051,Burleson,June,60290,20353,21,48
48051,Burleson,July,63561,21471,28,48
48051,Burleson,August,68077,23012,115,50
48051,Burleson,September,72689,26536,175,56
48051,Burleson,October,80160,29483,116,59
48053,Burnet,January,25105,26177,207,40
48053,Burnet,February,101775,31478,716,58
48053,Burnet,March,120743,35310,212,62
48053,Burnet,April,122026,38930,126,64
48053,Burnet,May,130380,42377,77,67
48053,Burnet,June,128107,44984,44,67
48053,Burnet,July,137427,47452,122,70
48053,Burnet,August,157475,52071,472,83
48053,Burnet,September,174276,59244,564,105
48053,Burnet,October,191160,65449,220,124
48055,Caldwell,January,31761,26783,237,61
48055,Caldwell,February,133803,33449,890,86
48055,Caldwell,March,154606,37151,158,94
48055,Caldwell,April,154312,40716,100,96
48055,Caldwell,May,164631,44251,102,98
48055,Caldwell,June,161413,46864,40,100
48055,Caldwell,July,170078,48904,85,101
48055,Caldwell,August,188071,53734,458,111
48055,Caldwell,September,201080,63652,691,134
48055,Caldwell,October,217722,70339,232,150
48057,Calhoun,January,16408,12549,101,14
48057,Calhoun,February,42997,15725,67,19
48057,Calhoun,March,52083,17544,39,23
48057,Calhoun,April,54133,19327,31,24
48057,Calhoun,May,58984,20717,37,24
48057,Calhoun,June,60330,21769,30,25
48057,Calhoun,July,63449,23466,20,25
48057,Calhoun,August,70261,25973,165,27
48057,Calhoun,September,77535,30613,162,32
48057,Calhoun,October,85372,33515,49,35
48059,Callahan,January,6352,7126,18,31
48059,Callahan,February,16129,8737,12,37
48059,Callahan,March,18324,9906,4,38
48059,Callahan,April,18117,10787,2,40
48059,Callahan,May,18983,11462,2,41
48059,Callahan,June,18604,11901,2,42
48059,Callahan,July,19315,12144,3,42
48059,Callahan,August,21028,12784,27,44
48059,Callahan,September,23222,14653,37,51
48059,Callahan,October,26308,16183,26,53
48061,Cameron,January,408826,210596,4866,1181
48061,Cameron,February,1018032,252217,4647,1349
48061,Cameron,March,1176632,287714,2354,1434
48061,Cameron,April,1182245,320783,1269,1468
48061,Cameron,May,1265656,352477,1022,1503
48061,Cameron,June,1251375,375023,749,1523
48061,Cameron,July,1336877,400528,1152,1541
48061,Cameron,August,1452876,439159,3892,1588
48061,Cameron,September,1527363,487478,3339,1704
48061,Cameron,October,1637325,523128,3093,1775
48063,Camp,January,8597,5556,132,34
48063,Camp,February,21727,6753,178,41
48063,Camp,March,24858,7570,149,42
48063,Camp,April,24451,8126,34,42
48063,Camp,May,25888,8565,12,43
48063,Camp,June,25572,8923,5,44
48063,Camp,July,27748,9344,16,45
48063,Camp,August,31266,10070,123,49
48063,Camp,September,35613,11519,155,59
48063,Camp,October,38717,12392,39,65
48065,Carson,January,2440,1943,23,12
48065,Carson,February,6473,2375,18,13
48065,Carson,March,8088,2728,14,14
48065,Carson,April,9975,3019,14,14
48065,Carson,May,11277,3309,2,14
48065,Carson,June,12203,3478,2,14
48065,Carson,July,13571,3633,3,14
48065,Carson,August,14543,3872,14,16
48065,Carson,September,14907,4241,21,20
48065,Carson,October,16402,4644,17,24
48067,Cass,January,12416,14274,102,65
48067,Cass,February,30628,16350,106,78
48067,Cass,March,35336,17872,89,81
48067,Cass,April,35369,19210,29,82
48067,Cass,May,37354,20205,22,83
48067,Cass,June,37553,20954,17,84
48067,Cass,July,44284,21863,65,87
48067,Cass,August,54536,24134,345,100
48067,Cass,September,70336,28166,516,130
48067,Cass,October,82947,30807,186,146
48069,Castro,January,7254,4553,27,27
48069,Castro,February,17788,5217,19,29
48069,Castro,March,20313,5769,9,31
48069,Castro,April,20913,6237,12,32
48069,Castro,May,22304,6570,3,32
48069,Castro,June,22251,6834,1,32
48069,Castro,July,23496,7012,2,32
48069,Castro,August,24501,7578,18,32
48069,Castro,September,25950,8475,28,34
48069,Castro,October,29155,9419,24,36
48071,Chambers,January,43662,7235,364,18
48071,Chambers,February,113081,8384,298,22
48071,Chambers,March,137662,9257,148,26
48071,Chambers,April,143440,10204,123,27
48071,Chambers,May,155644,11256,83,28
48071,Chambers,June,155384,11864,93,30
48071,Chambers,July,166659,12324,105,31
48071,Chambers,August,197173,13514,530,37
48071,Chambers,September,235040,15523,352,50
48071,Chambers,October,269123,16554,132,56
48073,Cherokee,January,25651,22424,162,109
48073,Cherokee,February,61572,26569,8,131
48073,Cherokee,March,69420,29572,0,137
48073,Cherokee,April,67533,32852,7,141
48073,Cherokee,May,69978,36040,22,145
48073,Cherokee,June,67940,38055,13,146
48073,Cherokee,July,70404,40145,40,148
48073,Cherokee,August,71354,45625,245,155
48073,Cherokee,September,73450,53208,303,191
48073,Cherokee,October,77191,58996,72,218
48075,Childress,January,15413,5649,46,15
48075,Childress,February,36453,6593,13,17
48075,Childress,March,40769,7284,5,17
48075,Childress,April,40043,7911,2,17
48075,Childress,May,41458,8449,2,17
48075,Childress,June,39997,8928,1,17
48075,Childress,July,41217,9249,4,17
48075,Childress,August,41597,9629,11,17
48075,Childress,September,42168,10277,37,19
48075,Childress,October,46200,11223,31,20
48077,Clay,January,10396,4136,24,13
48077,Clay,February,25307,5006,7,16
48077,Clay,March,28713,5739,3,16
48077,Clay,April,28068,6284,0,16
48077,Clay,May,29136,6645,1,16
48077,Clay,June,28401,6815,2,16
48077,Clay,July,29627,7161,6,17
48077,Clay,August,31316,7929,21,18
48077,Clay,September,35156,9231,35,22
48077,Clay,October,41202,10514,27,23
48079,Cochran,January,2459,862,12,12
48079,Cochran,February,6062,960,12,14
48079,Cochran,March,7036,1037,8,14
48079,Cochran,April,7540,1116,6,15
48079,Cochran,May,8142,1203,1,15
48079,Cochran,June,8165,1257,0,15
48079,Cochran,July,8560,1281,2,15
48079,Cochran,August,8919,1369,10,15
48079,Cochran,September,9814,1594,22,17
48079,Cochran,October,10941,1754,12,18
48081,Coke,January,2624,2752,27,10
48081,Coke,February,5943,3324,5,11
48081,Coke,March,7194,3603,14,12
48081,Coke,April,6664,3740,7,12
48081,Coke,May,6992,3902,5,13
48081,Coke,June,6750,3973,1,13
48081,Coke,July,6975,4085,1,13
48081,Coke,August,7235,4424,34,13
48081,Coke,September,8231,5240,60,15
48081,Coke,October,9176,5866,21,16
48083,Coleman,January,5400,4326,10,21
48083,Coleman,February,13154,5082,3,28
48083,Coleman,March,14847,5697,1,32
48083,Coleman,April,14501,5988,1,32
48083,Coleman,May,15115,6220,1,33
48083,Coleman,June,14727,6391,2,34
48083,Coleman,July,15781,6610,9,34
48083,Coleman,August,17854,7078,17,38
48083,Coleman,September,18705,7876,9,47
48083,Coleman,October,21104,8475,20,52
48085,Collin,January,714704,751729,4791,559
48085,Collin,February,1883296,901486,2675,734
48085,Collin,March,2203493,996765,1140,796
48085,Collin,April,2189491,1083486,918,821
48085,Collin,May,2315330,1165830,603,836
48085,Collin,June,2265391,1231572,349,845
48085,Collin,July,2382518,1297270,783,860
48085,Collin,August,2604778,1402885,3324,899
48085,Collin,September,2908409,1582060,4237,1008
48085,Collin,October,3212935,1724995,1954,1112
48087,Collingsworth,January,2099,1712,17,8
48087,Collingsworth,February,5219,2098,8,9
48087,Collingsworth,March,6129,2399,8,9
48087,Collingsworth,April,7054,2709,12,9
48087,Collingsworth,May,7629,2886,0,9
48087,Collingsworth,June,7448,3032,0,9
48087,Collingsworth,July,7736,3130,1,9
48087,Collingsworth,August,8031,3301,6,9
48087,Collingsworth,September,8222,3636,6,9
48087,Collingsworth,October,8826,4092,4,11
48089,Colorado,January,13564,11706,85,19
48089,Colorado,February,34956,13521,46,25
48089,Colorado,March,40790,15118,24,27
48089,Colorado,April,41271,16572,18,30
48089,Colorado,May,43687,18357,4,32
48089,Colorado,June,42740,19019,1,32
48089,Colorado,July,45427,19841,20,32
48089,Colorado,August,51193,21394,91,36
48089,Colorado,September,57188,24133,84,46
48089,Colorado,October,62858,26587,21,51
48091,Comal,January,51071,81725,692,212
48091,Comal,February,128609,101364,535,262
48091,Comal,March,154396,114574,267,283
48091,Comal,April,157831,127778,214,293
48091,Comal,May,175737,139943,282,300
48091,Comal,June,178174,148785,197,305
48091,Comal,July,197257,157808,419,315
48091,Comal,August,244266,173856,1329,352
48091,Comal,September,295263,196147,1387,411
48091,Comal,October,340133,216203,554,447
48093,Comanche,January,11177,7387,10,39
48093,Comanche,February,28595,8159,20,49
48093,Comanche,March,35758,8681,6,51
48093,Comanche,April,35083,9279,3,51
48093,Comanche,May,36421,9643,3,51
48093,Comanche,June,35461,9940,2,51
48093,Comanche,July,36959,10328,7,52
48093,Comanche,August,39902,11323,32,54
48093,Comanche,September,45282,13317,47,58
48093,Comanche,October,50779,15049,16,63
48095,Concho,January,1689,2121,28,5
48095,Concho,February,4252,2505,24,7
48095,Concho,March,6330,2828,36,8
48095,Concho,April,6958,3066,10,8
48095,Concho,May,8096,3272,36,8
48095,Concho,June,9579,3342,22,8
48095,Concho,July,10724,3421,17,8
48095,Concho,August,12012,3957,57,9
48095,Concho,September,12634,4857,41,9
48095,Concho,October,13176,5224,10,10
48097,Cooke,January,32521,22617,129,50
48097,Cooke,February,82773,25972,66,63
48097,Cooke,March,95743,28092,22,67
48097,Cooke,April,94425,29752,9,71
48097,Cooke,May,99397,31183,8,72
48097,Cooke,June,97103,32250,3,72
48097,Cooke,July,101002,33315,17,72
48097,Cooke,August,107657,35482,77,74
48097,Cooke,September,115126,39357,74,85
48097,Cooke,October,127038,42310,28,99
48099,Coryell,January,51486,70264,484,53
48099,Coryell,February,184344,78582,559,77
48099,Coryell,March,207271,85958,145,84
48099,Coryell,April,205296,92621,95,85
48099,Coryell,May,216889,98254,69,86
48099,Coryell,June,211430,103317,20,88
48099,Coryell,July,222788,108396,122,90
48099,Coryell,August,244764,117925,485,100
48099,Coryell,September,271124,132902,805,136
48099,Coryell,October,303246,145607,458,158
48101,Cottle,January,1610,1106,2,7
48101,Cottle,February,3813,1249,0,7
48101,Cottle,March,4390,1395,1,7
48101,Cottle,April,4290,1505,0,7
48101,Cottle,May,4433,1597,0,7
48101,Cottle,June,4290,1655,0,7
48101,Cottle,July,4453,1696,1,7
48101,Cottle,August,4653,1756,2,8
48101,Cottle,September,4850,1861,3,9
48101,Cottle,October,5402,1990,3,9
48103,Crane,January,2359,4012,5,11
48103,Crane,February,5691,4913,5,11
48103,Crane,March,6278,5457,2,12
48103,Crane,April,6079,5655,6,12
48103,Crane,May,6334,5824,5,12
48103,Crane,June,6238,5926,4,12
48103,Crane,July,6565,6505,13,12
48103,Crane,August,7045,6890,45,14
48103,Crane,September,7477,7667,75,15
48103,Crane,October,8440,8434,45,18
48105,Crockett,January,2559,2162,9,14
48105,Crockett,February,6033,2637,42,15
48105,Crockett,March,6738,2800,6,15
48105,Crockett,April,6549,2893,1,15
48105,Crockett,May,6702,2981,1,15
48105,Crockett,June,6498,3102,11,15
48105,Crockett,July,6765,3789,11,15
48105,Crockett,August,7059,4159,29,15
48105,Crockett,September,7193,4735,46,16
48105,Crockett,October,7526,5110,20,16
48107,Crosby,January,3238,3240,41,24
48107,Crosby,February,8366,3604,36,26
48107,Crosby,March,9965,3896,15,28
48107,Crosby,April,11215,4140,10,29
48107,Crosby,May,12199,4383,1,29
48107,Crosby,June,12876,4535,2,29
48107,Crosby,July,14288,4669,5,29
48107,Crosby,August,15186,5049,30,30
48107,Crosby,September,16118,5683,40,33
48107,Crosby,October,17665,6205,19,36
48109,Culberson,January,3597,1818,28,6
48109,Culberson,February,8824,2102,19,8
48109,Culberson,March,10124,2258,7,8
48109,Culberson,April,10042,2326,4,10
48109,Culberson,May,10440,2389,2,11
48109,Culberson,June,10144,2426,2,11
48109,Culberson,July,10482,2472,0,11
48109,Culberson,August,10539,2548,2,11
48109,Culberson,September,10454,2755,6,11
48109,Culberson,October,10993,2897,3,11
48111,Dallam,January,5446,1815,33,22
48111,Dallam,February,15517,2451,72,25
48111,Dallam,March,24111,3048,77,25
48111,Dallam,April,24432,3491,11,25
48111,Dallam,May,25812,3912,1,26
48111,Dallam,June,25082,4299,1,26
48111,Dallam,July,25962,4574,3,26
48111,Dallam,August,26565,4802,25,26
48111,Dallam,September,27829,5315,46,29
48111,Dallam,October,30549,6061,23,30
48113,Dallas,January,2623687,1861287,36793,2910
48113,Dallas,February,6682175,2210530,21581,3597
48113,Dallas,March,7727923,2428467,7603,3915
48113,Dallas,April,7637187,2627032,4523,4014
48113,Dallas,May,8036092,2805789,3345,4093
48113,Dallas,June,7852188,2942150,1864,4137
48113,Dallas,July,8234574,3077876,3485,4191
48113,Dallas,August,8825326,3333086,15333,4415
48113,Dallas,September,9467491,3714238,21498,4915
48113,Dallas,October,10462930,4032537,13932,5310
48115,Dawson,January,19734,8318,75,63
48115,Dawson,February,47544,9245,14,70
48115,Dawson,March,53156,10010,6,70
48115,Dawson,April,51804,10817,4,70
48115,Dawson,May,53813,11566,1,70
48115,Dawson,June,52209,12213,2,70
48115,Dawson,July,54213,12763,4,70
48115,Dawson,August,55830,13417,35,72
48115,Dawson,September,60023,14827,83,75
48115,Dawson,October,65630,16051,39,78
48117,Deaf Smith,January,22360,8219,97,53
48117,Deaf Smith,February,54098,9807,75,56
48117,Deaf Smith,March,61983,10908,32,58
48117,Deaf Smith,April,62263,11892,19,59
48117,Deaf Smith,May,65925,12830,6,59
48117,Deaf Smith,June,65577,13460,3,61
48117,Deaf Smith,July,68738,14115,8,61
48117,Deaf Smith,August,71263,15868,45,65
48117,Deaf Smith,September,71525,18969,56,74
48117,Deaf Smith,October,76298,20639,21,82
48119,Delta,January,1572,5687,40,62
48119,Delta,February,4525,6577,43,65
48119,Delta,March,5414,7412,35,67
48119,Delta,April,5352,8166,8,68
48119,Delta,May,5672,8849,3,69
48119,Delta,June,5704,9256,1,70
48119,Delta,July,6432,9673,6,70
48119,Delta,August,7365,10267,34,70
48119,Delta,September,9272,11132,60,71
48119,Delta,October,10635,12238,26,77
48121,Denton,January,484919,2246,14877,6
48121,Denton,February,1281297,2626,14206,11
48121,Denton,March,1604851,2858,9482,12
48121,Denton,April,1619787,3046,4390,12
48121,Denton,May,1715849,3236,3150,12
48121,Denton,June,1683641,3358,1990,12
48121,Denton,July,1767354,3542,1948,14
48121,Denton,August,1898887,4014,6541,15
48121,Denton,September,2074885,4749,14101,19
48121,Denton,October,2356433,5282,14679,20
48123,DeWitt,January,19749,476604,117,502
48123,DeWitt,February,50763,586827,90,662
48123,DeWitt,March,58419,654049,19,727
48123,DeWitt,April,56996,713343,10,751
48123,DeWitt,May,59833,763217,20,767
48123,DeWitt,June,59053,801981,94,776
48123,DeWitt,July,62267,842871,18,788
48123,DeWitt,August,66430,910198,72,823
48123,DeWitt,September,81551,1016165,299,918
48123,DeWitt,October,91416,1106959,71,1000
48125,Dickens,January,1092,645,7,8
48125,Dickens,February,2661,725,6,9
48125,Dickens,March,3108,801,2,10
48125,Dickens,April,3305,865,3,10
48125,Dickens,May,3593,923,0,10
48125,Dickens,June,3452,950,1,10
48125,Dickens,July,3695,981,4,10
48125,Dickens,August,3903,1062,6,10
48125,Dickens,September,3991,1260,10,10
48125,Dickens,October,4257,1440,4,13
48127,Dimmit,January,12341,6592,154,16
48127,Dimmit,February,35460,9413,82,23
48127,Dimmit,March,43394,12242,55,30
48127,Dimmit,April,49103,17345,92,32
48127,Dimmit,May,57647,27846,43,36
48127,Dimmit,June,61261,39263,74,37
48127,Dimmit,July,71588,51699,108,37
48127,Dimmit,August,84910,58360,151,38
48127,Dimmit,September,89597,61183,57,42
48127,Dimmit,October,95377,62924,26,45
48129,Donley,January,1764,1638,31,10
48129,Donley,February,4625,1934,21,13
48129,Donley,March,5433,2189,6,15
48129,Donley,April,5893,2386,6,15
48129,Donley,May,6547,2542,1,15
48129,Donley,June,6428,2651,1,15
48129,Donley,July,6689,2749,2,15
48129,Donley,August,6955,2925,8,15
48129,Donley,September,7244,3308,32,18
48129,Donley,October,7917,3882,17,18
48131,Duval,January,12016,15711,133,34
48131,Duval,February,29354,18557,45,39
48131,Duval,March,33206,20579,23,41
48131,Duval,April,33045,22396,17,42
48131,Duval,May,35055,24244,16,42
48131,Duval,June,34399,25337,3,43
48131,Duval,July,36284,26510,27,43
48131,Duval,August,41219,29289,140,46
48131,Duval,September,45086,33059,139,53
48131,Duval,October,49005,35838,37,58
48133,Eastland,January,9130,6058,14,27
48133,Eastland,February,24003,7315,19,42
48133,Eastland,March,28528,8154,6,47
48133,Eastland,April,28065,8825,2,48
48133,Eastland,May,29392,9331,3,49
48133,Eastland,June,28629,9714,1,50
48133,Eastland,July,29829,10113,5,50
48133,Eastland,August,33228,11103,36,54
48133,Eastland,September,39349,13153,43,67
48133,Eastland,October,45733,14779,25,77
48135,Ector,January,82719,61422,1544,296
48135,Ector,February,223136,69813,1730,335
48135,Ector,March,263108,77003,510,359
48135,Ector,April,259046,83232,232,369
48135,Ector,May,275393,88755,231,377
48135,Ector,June,269799,92106,83,379
48135,Ector,July,284556,96340,282,383
48135,Ector,August,317043,104671,1494,411
48135,Ector,September,352525,120408,1937,490
48135,Ector,October,389766,132336,866,531
48137,Edwards,January,2279,1201,6,4
48137,Edwards,February,5509,1409,2,4
48137,Edwards,March,6157,1461,1,5
48137,Edwards,April,5970,1510,1,6
48137,Edwards,May,6241,1580,1,6
48137,Edwards,June,6146,1700,0,6
48137,Edwards,July,6265,1821,1,6
48137,Edwards,August,6415,1929,5,6
48137,Edwards,September,6778,2126,13,7
48137,Edwards,October,7410,2224,5,7
48139,El Paso,January,188822,726914,35229,2237
48139,El Paso,February,486897,879330,15124,2453
48139,El Paso,March,566265,1027340,3342,2598
